epoch,from_scratch (reading),megxl_eeg1 (reading),megxl_eeg2 (reading)
0,0.012876286171376705,0.03612954914569855,0.03612649068236351
1,0.015975281596183777,0.03799581900238991,0.03799467906355858
2,0.01761302910745144,0.03882967680692673,0.038829900324344635
3,0.018981603905558586,0.03944382444024086,0.039420824497938156
4,0.020910415798425674,0.039853285998106,0.03983229771256447
5,0.023982521146535873,0.04039162024855614,0.04038965329527855
6,0.026439564302563667,0.040612053126096725,0.04061776399612427
7,0.0285341814160347,0.04093772917985916,0.040936779230833054
8,0.030119003728032112,0.041357263922691345,0.04136030748486519
9,0.03184812515974045,0.0417252741754055,0.041726160794496536
10,0.033178381621837616,0.04208581894636154,0.042086049914360046
11,0.03429633006453514,0.042277757078409195,0.04227437451481819
12,0.035419248044490814,0.0426139160990715,0.04261532798409462
13,0.03624316304922104,0.04294324293732643,0.04295280948281288
14,0.03671759366989136,0.042950589209795,0.042948365211486816
15,0.037523020058870316,0.04329177364706993,0.04329323396086693
16,0.037962764501571655,0.0434398427605629,0.04344380646944046
17,0.03872797638177872,0.04395366460084915,0.04393664374947548
18,0.03921904042363167,0.044119566679000854,0.044121600687503815
19,0.03972245380282402,0.04433337226510048,0.044337596744298935
20,0.03993635252118111,0.04443073272705078,0.04442568123340607
21,0.04056199640035629,0.044801175594329834,0.04479926452040672
22,0.04083717614412308,0.04491129145026207,0.044912874698638916
23,0.0412650927901268,0.04514436796307564,0.04515214264392853
24,0.041536737233400345,0.04533899948000908,0.04533878713846207
25,0.0419561006128788,0.04564179480075836,0.04564201459288597
26,0.04220433905720711,0.04580066725611687,0.04580052196979523
27,0.04246485233306885,0.04594056308269501,0.04594360291957855
28,0.04277829825878143,0.046169836074113846,0.046173058450222015
29,0.042915768921375275,0.04624132812023163,0.04624238610267639
30,0.04329148307442665,0.04645218700170517,0.04644768685102463
31,0.043442077934741974,0.046594977378845215,0.04660235345363617
32,0.04373374208807945,0.046831849962472916,0.046828702092170715
33,0.04395624250173569,0.047014977782964706,0.04702259972691536
34,0.04416767135262489,0.047144971787929535,0.04714907705783844
35,0.04446565359830856,0.047333844006061554,0.04734060540795326
36,0.04457365721464157,0.04743902385234833,0.04744049906730652
37,0.0446721576154232,0.04746676981449127,0.04747183993458748
38,0.04502714052796364,0.04781263694167137,0.047812141478061676
39,0.04510454088449478,0.0478307381272316,0.047825511544942856
40,0.04522703215479851,0.04785836488008499,0.04785483330488205
41,0.04521076753735542,0.047908831387758255,0.04790981113910675
42,0.04557656869292259,0.048189833760261536,0.048193130642175674
43,0.045484449714422226,0.048109836876392365,0.048116859048604965
44,0.04557378962635994,0.048181988298892975,0.04818446561694145
45,0.04572069272398949,0.04833119362592697,0.048333246260881424
46,0.045782670378685,0.04834316298365593,0.04834111034870148
47,0.04565521702170372,0.04824148118495941,0.04824094846844673
48,0.045768994837999344,0.04835934937000275,0.04835769161581993
49,0.045911651104688644,0.0483950711786747,0.048394739627838135
